ID	MVH_search_im_1	MVH_search_im_2	MVH_search_im_3	MVH_search_im_1_lp	MVH_search_im_2_lp	MVH_search_im_3_lp	MVH_search_im_1_lp_ex	MVH_search_im_2_lp_ex	MVH_search_im_3_lp_ex	MVH_search_im_1_lp_nwords	MVH_search_im_2_lp_nwords	MVH_search_im_3_lp_nwords	im_nwords_min	im_nwords_max	im_nwords_mean	MVH_search_im_1_lp_len	MVH_search_im_2_lp_len	MVH_search_im_3_lp_len	im_len_min	im_len_max	im_len_mean	total	immigrant	buitenlander	gelukszoeker	statushouder	allochtoon	vluchteling	expat	asielzoeker	immigrant_1	buitenlander_1	gelukszoeker_1	statushouder_1	allochtoon_1	vluchteling_1	expat_1	asielzoeker_1	immigrant_3	buitenlander_3	gelukszoeker_3	statushouder_3	allochtoon_3	vluchteling_3	expat_3	asielzoeker_3	base_lft	base_gender	base_opl	base_regio	base_polar	base_intpol	base_voteTK2017	base_voteTK2017_14_TEXT	MVH_att_im_1	MVH_att_im_2	MVH_att_im_3	MVH_att_importance_1	VVD	PVV	CDA	D66	GroenLinks	SP	PvdA	ChristenUnie	PvdD	50Plus	SGP	DENK	FvD	Andere_partij	Blank	I_do_not_know_yet	I_do_not_want_to_say	base_voteInt_18	base_voteInt_14_TEXT	att_im_mean	sum_parties	opl_3cat	ADMISSION_1	AZC_1	CAUSES_1	CRIME_1	CULTURE_RELIGION_1	Comments_1	DEBATE_1	ECONOMY_1	EFFECTIVE_1	FINANCIAL_SUPPORT_1	HOUSING_1	INTEGRATION_1	LANGUAGE_1	NEWS_1	ORIGIN_1	POLITICS_1	PROBLEMS_1	QUESTION_1	RACISM_1	SPECIFIC_1	STATISTICS_1	VALID_1	search query_1	ADMISSION_2	AZC_2	CAUSES_2	CRIME_2	CULTURE_RELIGION_2	Comments_2	DEBATE_2	ECONOMY_2	EFFECTIVE_2	FINANCIAL_SUPPORT_2	HOUSING_2	INTEGRATION_2	LANGUAGE_2	NEWS_2	ORIGIN_2	POLITICS_2	PROBLEMS_2	QUESTION_2	RACISM_2	SPECIFIC_2	STATISTICS_2	VALID_2	search query_2	ADMISSION_3	AZC_3	CAUSES_3	CRIME_3	CULTURE_RELIGION_3	Comments_3	DEBATE_3	ECONOMY_3	EFFECTIVE_3	FINANCIAL_SUPPORT_3	HOUSING_3	INTEGRATION_3	LANGUAGE_3	NEWS_3	ORIGIN_3	POLITICS_3	PROBLEMS_3	QUESTION_3	RACISM_3	SPECIFIC_3	STATISTICS_3	VALID_3	search query_3	total_valid	ADMISSION	AZC	CAUSES	CRIME	CULTURE_RELIGION	DEBATE	ECONOMY	EFFECTIVE	FINANCIAL_SUPPORT	HOUSING	INTEGRATION	LANGUAGE	NEWS	ORIGIN	POLITICS	PROBLEMS	QUESTION	RACISM	SPECIFIC	STATISTICS	VALID
1020	CBS immigratiecijfers	Immigratie	Nieuws immigratie	cbs immigratiecijfers	immigratie	nieuws immigratie	cbs immigratiecijfers	immigratie	nieuws immigratie	2	1	2	1	2	1.6666666666666667	21	10	17	10	21	16.0	cbs immigratiecijfers immigratie nieuws immigratie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1	6	1	7.0	6.0	17		2	4	3	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.0	1.0	3	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	cbs immigratiecijfers									1.0				0.0					0.0		0.0		1.0	immigratie	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	nieuws immigratie	3.0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1
1021	Vluchtelingenwerk	Inburgering regels	Vreemdelingenvraagstuk	vluchtelingenwerk	inburgering regels	vreemdelingenvraagstuk	vluchtelingenwerk	inburgering regels	vreemdelingenvraagstuk	1	2	1	1	2	1.3333333333333333	17	18	22	17	22	19.0	vluchtelingenwerk inburgering regels vreemdelingenvraagstuk	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	52	2	5	4	4.0	6.0	8		3	4	6	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			4.333333333333333	0.0	2	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	vluchtelingenwerk	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	inburgering regels	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	vreemdelingenvraagstuk	3.0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
1023	waar zitten asielzoekers centra	wanneer mag je een verblijsvergunning	wie mag in nederland komen wonen	waar zitten asielzoekers centra	wanneer mag je een verblijsvergunning	wie mag in nederland komen wonen	waar zitten asielzoekers centra	wanneer mag je een verblijsvergunning	wie mag in nederland komen wonen	4	5	6	4	6	5.0	31	37	32	31	37	33.333333333333336	waar zitten asielzoekers centra wanneer mag je een verblijsvergunning wie mag in nederland komen wonen	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	2	5	4	1.0	6.0	16		6	4	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0			5.0	0.0	2	0.0	1.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	waar zitten asielzoekers centra	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	wanneer mag je een verblijsvergunning	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	wie mag in nederland komen wonen	3.0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1
1024	vluchtelingen	asielzoekers	-	vluchtelingen	asielzoekers		vluchtelingen	asielzoekers		1	1	0	0	1	0.6666666666666666	13	12	0	0	13	8.333333333333334	vluchtelingen asielzoekers 	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	2	7	12	7.0	1.0	15		4	3	4	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			3.6666666666666665	0.0	3									1.0				0.0					0.0		0.0		1.0	vluchtelingen									1.0				0.0					0.0		0.0		1.0	asielzoekers																						0.0		2.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
1025	immigratie cijfers	asiel zoekers	terug stuur acties	immigratie cijfers	asiel zoekers	terug stuur acties	immigratie cijfers	asiel zoekers	terug stuur acties	2	2	3	2	3	2.3333333333333335	18	13	18	13	18	16.333333333333332	immigratie cijfers asiel zoekers terug stuur acties	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	1	6	4	7.0	6.0	2		3	2	3	4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			2.6666666666666665	1.0	3	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	immigratie cijfers									1.0				0.0					0.0		0.0		1.0	asiel zoekers	1.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	terug stuur acties	3.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
1026	Wonen discussie	Buitenland wonen	Geen	wonen discussie	buitenland wonen	geen	wonen discussie	buitenland wonen		2	2	1	1	2	1.6666666666666667	15	16	4	4	16	11.666666666666666	wonen discussie buitenland wonen geen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	2	2	7	6.0	6.0	2		3	3	4	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0			3.3333333333333335	1.0	1	0.0	0.0	0.0	0.0	0.0		1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	wonen discussie	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	buitenland wonen																						0.0		2.0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1
1027	immigratie nederland	screening migranten nederland	migrantenbeleid overheid	immigratie nederland	screening migranten nederland	migrantenbeleid overheid	immigratie nederland	screening migranten nederland	migrantenbeleid overheid	2	3	2	2	3	2.3333333333333335	20	29	24	20	29	24.333333333333332	immigratie nederland screening migranten nederland migrantenbeleid overheid	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	67	1	5	8	5.0	6.0	4		4	7	7	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			6.0	0.0	2									1.0				0.0					0.0		0.0		1.0	immigratie nederland	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	screening migranten nederland	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	migrantenbeleid overheid	3.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
1028	vluchtelingen probleem	asielzoekcentra	immigratie in Nederland	vluchtelingen probleem	asielzoekcentra	immigratie in nederland	vluchtelingen probleem	asielzoekcentra	immigratie in nederland	2	1	3	1	3	2.0	22	15	23	15	23	20.0	vluchtelingen probleem asielzoekcentra immigratie in nederland	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	2	5	12	3.0	5.0	16		4	3	6	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			4.333333333333333	1.0	2	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	vluchtelingen probleem	0.0	1.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	asielzoekcentra									1.0				0.0					0.0		0.0		1.0	immigratie in nederland	3.0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1
1029	azielzoekers	emigreren	discussie azielzoekers	azielzoekers	emigreren	discussie azielzoekers	azielzoekers	emigreren	discussie azielzoekers	1	1	2	1	2	1.3333333333333333	12	9	22	9	22	14.333333333333334	azielzoekers emigreren discussie azielzoekers	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	22	1	4	8	5.0	1.0	16		3	3	4	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.3333333333333335	1.0	2									1.0				0.0					0.0		0.0		1.0	azielzoekers									1.0				0.0					0.0		0.0		1.0	emigreren	0.0	0.0	0.0	0.0	0.0		1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	discussie azielzoekers	3.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
1030	Immigratie	Buitenlander problematiek	Islam en terrorisme	immigratie	buitenlander problematiek	islam en terrorisme	immigratie	buitenlander problematiek	islam en terrorisme	1	2	3	1	3	2.0	10	25	19	10	25	18.0	immigratie buitenlander problematiek islam en terrorisme	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	1	5	12	8.0	9.0	13		1	1	1	5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			1.0	1.0	2									1.0				0.0					0.0		0.0		1.0	immigratie	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	buitenlander problematiek	0.0	0.0	0.0	1.0	1.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	islam en terrorisme	3.0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1
1031	instroom asielzoekers	criminaliteit onder asielzoekers	faciliteiten asielzoekers	instroom asielzoekers	criminaliteit onder asielzoekers	faciliteiten asielzoekers	instroom asielzoekers	criminaliteit onder asielzoekers	faciliteiten asielzoekers	2	3	2	2	3	2.3333333333333335	21	32	25	21	32	26.0	instroom asielzoekers criminaliteit onder asielzoekers faciliteiten asielzoekers	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	32	1	6	12	8.0	6.0	11		1	3	2	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0			2.0	1.0	3	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	instroom asielzoekers	0.0	0.0	0.0	1.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	criminaliteit onder asielzoekers	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	faciliteiten asielzoekers	3.0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1
1032	asielzoekers	toestroom asielzoekers	rechten asielzoekers	asielzoekers	toestroom asielzoekers	rechten asielzoekers	asielzoekers	toestroom asielzoekers	rechten asielzoekers	1	2	2	1	2	1.6666666666666667	12	22	20	12	22	18.0	asielzoekers toestroom asielzoekers rechten asielzoekers	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	51	1	5	4	2.0	6.0	6		4	6	6	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			5.333333333333333	0.0	2									1.0				0.0					0.0		0.0		1.0	asielzoekers	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	toestroom asielzoekers	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	rechten asielzoekers	3.0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1
1033	Waar komen ze wonen	Welke landen komen de mensen vandaan	Wat moeten ze doen om in Nederland te mogen wonen	waar komen ze wonen	welke landen komen de mensen vandaan	wat moeten ze doen om in nederland te mogen wonen	waar komen ze wonen	welke landen komen de mensen vandaan	wat moeten ze doen om in nederland te mogen wonen	4	6	10	4	10	6.666666666666667	19	36	49	19	49	34.666666666666664	waar komen ze wonen welke landen komen de mensen vandaan wat moeten ze doen om in nederland te mogen wonen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	2	4	6		1.0	17		3	2	2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			2.3333333333333335	0.0	2	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	waar komen ze wonen	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	welke landen komen de mensen vandaan	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	wat moeten ze doen om in nederland te mogen wonen	3.0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1
1035	ind aanvragen	coa locaties	coa voorwaarden	ind aanvragen	coa locaties	coa voorwaarden	ind aanvragen	coa locaties	coa voorwaarden	2	2	2	2	2	2.0	13	12	15	12	15	13.333333333333334	ind aanvragen coa locaties coa voorwaarden	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	1	4	1	2.0	6.0	7		4	5	5	3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			4.666666666666667	1.0	2	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	ind aanvragen	0.0	1.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	coa locaties	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	coa voorwaarden	3.0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
1036	Gelukzoekers naar Europa	Bootjes op de Middellandse zee	Aantal mensen verdronken op zee	gelukzoekers naar europa	bootjes op de middellandse zee	aantal mensen verdronken op zee	gelukzoekers naar europa	bootjes op de middellandse zee	aantal mensen verdronken op zee	3	5	5	3	5	4.333333333333333	24	30	31	24	31	28.333333333333332	gelukzoekers naar europa bootjes op de middellandse zee aantal mensen verdronken op zee	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	52	1	5	8	7.0	7.0	10		3	4	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			3.3333333333333335	0.0	2	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	gelukzoekers naar europa	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	bootjes op de middellandse zee	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	aantal mensen verdronken op zee	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
1037	allochtonen	immigratie	turkije deal	allochtonen	immigratie	turkije deal	allochtonen	immigratie	turkije deal	1	1	2	1	2	1.3333333333333333	11	10	12	10	12	11.0	allochtonen immigratie turkije deal	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60	2	6	3	2.0	3.0	9		4	4	4	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			4.0	1.0	3									1.0				0.0					0.0		0.0		1.0	allochtonen									1.0				0.0					0.0		0.0		1.0	immigratie	0.0	0.0	0.0	0.0	0.0	No category for political decision pertaining the admission of refugees in EU	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	turkije deal	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
1038	vluchtelingen	inburgering	lesbos	vluchtelingen	inburgering	lesbos	vluchtelingen	inburgering	lesbos	1	1	1	1	1	1.0	13	11	6	6	13	10.0	vluchtelingen inburgering lesbos	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	53	2	6	12	3.0	6.0	8		4	3	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			3.3333333333333335	0.0	3									1.0				0.0					0.0		0.0		1.0	vluchtelingen	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	inburgering	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	lesbos	3.0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
1039	immigranten en nederlanders	vluchtelingen	onrust over vluchtelingen	immigranten en nederlanders	vluchtelingen	onrust over vluchtelingen	immigranten en nederlanders	vluchtelingen	onrust over vluchtelingen	3	1	3	1	3	2.3333333333333335	27	13	25	13	27	21.666666666666668	immigranten en nederlanders vluchtelingen onrust over vluchtelingen	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	67	2	1	6	5.0	5.0	9		5	4	7	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			5.333333333333333	2.0	1									1.0				0.0					0.0		0.0		1.0	immigranten en nederlanders									1.0				0.0					0.0		0.0		1.0	vluchtelingen	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	onrust over vluchtelingen	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
1040	immigranten	buitenlands nieuws	vluchtelingen	immigranten	buitenlands nieuws	vluchtelingen	immigranten	buitenlands nieuws	vluchtelingen	1	2	1	1	2	1.3333333333333333	11	18	13	11	18	14.0	immigranten buitenlands nieuws vluchtelingen	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	53	2	4	8	0.0	10.0	7		4	5	5	3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			4.666666666666667	1.0	2									1.0				0.0					0.0		0.0		1.0	immigranten	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	buitenlands nieuws									1.0				0.0					0.0		0.0		1.0	vluchtelingen	3.0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1
1041	Asielzoeker procedure vaste verblijfplaats	Toekomst asielzoeker	Houding Nederlanders tov asielzoeker	asielzoeker procedure vaste verblijfplaats	toekomst asielzoeker	houding nederlanders tov asielzoeker	asielzoeker procedure vaste verblijfplaats	toekomst asielzoeker	houding nederlanders tov asielzoeker	4	2	4	2	4	3.3333333333333335	42	20	36	20	42	32.666666666666664	asielzoeker procedure vaste verblijfplaats toekomst asielzoeker houding nederlanders tov asielzoeker	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	39	2	6	9		6.0	8		4	3	5	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			4.0	0.0	3	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	asielzoeker procedure vaste verblijfplaats	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	toekomst asielzoeker	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	houding nederlanders tov asielzoeker	3.0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1
1042	immigratie Nederland	buitenlanders in Nederland	asielzoekers Nederland	immigratie nederland	buitenlanders in nederland	asielzoekers nederland	immigratie nederland	buitenlanders in nederland	asielzoekers nederland	2	3	2	2	3	2.3333333333333335	20	26	22	20	26	22.666666666666668	immigratie nederland buitenlanders in nederland asielzoekers nederland	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	1	5	4	3.0	4.0	16		6	5	6	3	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			5.666666666666667	3.0	2									1.0				0.0					0.0		0.0		1.0	immigratie nederland									1.0				0.0					0.0		0.0		1.0	buitenlanders in nederland									1.0				0.0					0.0		0.0		1.0	asielzoekers nederland	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
1043	asielzoeker	syrië	iran	asielzoeker	syrië	iran	asielzoeker	syrië	iran	1	1	1	1	1	1.0	11	5	4	4	11	6.666666666666667	asielzoeker syrië iran	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	61	2	4	7	5.0	2.0	6		4	5	5	3	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			4.666666666666667	1.0	2									1.0				0.0					0.0		0.0		1.0	asielzoeker	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	syrië	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	iran	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
