ID	MVH_search_cc_1	MVH_search_cc_2	MVH_search_cc_3	MVH_search_cc_1_lp	MVH_search_cc_2_lp	MVH_search_cc_3_lp	MVH_search_cc_1_lp_nwords	MVH_search_cc_2_lp_nwords	MVH_search_cc_3_lp_nwords	im_nwords_min	im_nwords_max	im_nwords_mean	MVH_search_cc_1_lp_len	MVH_search_cc_2_lp_len	MVH_search_cc_3_lp_len	im_len_min	im_len_max	im_len_mean	total	base_lft	base_gender	base_opl	base_regio	base_polar	base_intpol	MVH_att_cc_1	MVH_att_cc_2	MVH_att_importance_2	att_cc_mean	opl_3cat	ACTIVISME_1	CO2_1	Comments_1	DISCUSSIE_1	EFFECTIEF_1	ENERGIE_1	GELDIG_1	GEVOLG_1	INDIVIDUEEL_GEDRAG_1	INDUSTRIE_1	INFO_OPLOSSINGEN_1	INFO_STATUS_QUO_1	MILIEU_1	ONGECATEGORISEERD_1	OORZAKEN_1	POLITIEK_BELEID_1	SCEPTICI_1	SCEPTICI_PERSONEN_1	SPECIFIEK_1	STIKSTOF_1	TAAL_1	VERVOER_1	VOEDSELINDUSTRIE_1	VRAAG_1	search query_1	ACTIVISME_2	CO2_2	Comments_2	DISCUSSIE_2	EFFECTIEF_2	ENERGIE_2	GELDIG_2	GEVOLG_2	INDIVIDUEEL_GEDRAG_2	INDUSTRIE_2	INFO_OPLOSSINGEN_2	INFO_STATUS_QUO_2	MILIEU_2	ONGECATEGORISEERD_2	OORZAKEN_2	POLITIEK_BELEID_2	SCEPTICI_2	SCEPTICI_PERSONEN_2	SPECIFIEK_2	STIKSTOF_2	TAAL_2	VERVOER_2	VOEDSELINDUSTRIE_2	VRAAG_2	search query_2	ACTIVISME_3	CO2_3	Comments_3	DISCUSSIE_3	EFFECTIEF_3	ENERGIE_3	GELDIG_3	GEVOLG_3	INDIVIDUEEL_GEDRAG_3	INDUSTRIE_3	INFO_OPLOSSINGEN_3	INFO_STATUS_QUO_3	MILIEU_3	ONGECATEGORISEERD_3	OORZAKEN_3	POLITIEK_BELEID_3	SCEPTICI_3	SCEPTICI_PERSONEN_3	SPECIFIEK_3	STIKSTOF_3	TAAL_3	VERVOER_3	VOEDSELINDUSTRIE_3	VRAAG_3	search query_3	total_valid	ACTIVISME	CO2	DISCUSSIE	EFFECTIEF	ENERGIE	GELDIG	GEVOLG	INDIVIDUEEL_GEDRAG	INDUSTRIE	INFO_OPLOSSINGEN	INFO_STATUS_QUO	MILIEU	ONGECATEGORISEERD	OORZAKEN	POLITIEK_BELEID	SCEPTICI	SCEPTICI_PERSONEN	SPECIFIEK	STIKSTOF	TAAL	VERVOER	VOEDSELINDUSTRIE	VRAAG
1475	Ontstaan	Bestrijden of tegenhouden ervan	Feiten fabels	ontstaan	bestrijden of tegenhouden ervan	feiten fabels	1	4	2	1	4	2.3333333333333335	8	31	13	8	31	17.333333333333332	ontstaan bestrijden of tegenhouden ervan feiten fabels	23	1	2	10	5.0	5.0	4	4	2	4.0	1	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	ontstaan	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	bestrijden of tegenhouden ervan	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	feiten fabels	3.0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0
1476	climate change how to help	effect klimaatverandering weer nederland	stijging zeeniveau voorspeld per jaar	climate change how to help	effect klimaatverandering weer nederland	stijging zeeniveau voorspeld per jaar	5	4	5	4	5	4.666666666666667	26	40	37	26	40	34.333333333333336	climate change how to help effect klimaatverandering weer nederland stijging zeeniveau voorspeld per jaar	27	2	7	12	3.0	7.0	7	7	5	7.0	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	climate change how to help	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	effect klimaatverandering weer nederland	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	stijging zeeniveau voorspeld per jaar	3.0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1
1477	Klimaatverandering Nederland	Zeeniveau Nederland	Temperatuur stijging Nederland	klimaatverandering nederland	zeeniveau nederland	temperatuur stijging nederland	2	2	3	2	3	2.3333333333333335	28	19	30	19	30	25.666666666666668	klimaatverandering nederland zeeniveau nederland temperatuur stijging nederland	51	2	5	12	5.0	0.0	6	6	4	6.0	2					1.0		1.0												0.0		0.0			0.0	klimaatverandering nederland	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	zeeniveau nederland	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	temperatuur stijging nederland	3.0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
1478	Onderzoek Klimaatverandering	Wetenschappelijk onderzoek Klimaatverandering	Modellen Klimaat verandering 1910 -2020	onderzoek klimaatverandering	wetenschappelijk onderzoek klimaatverandering	modellen klimaat verandering 1910 2020	2	3	5	2	5	3.3333333333333335	28	45	38	28	45	37.0	onderzoek klimaatverandering wetenschappelijk onderzoek klimaatverandering modellen klimaat verandering 1910 2020	34	1	4	1	6.0	4.0	7	7	4	7.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	onderzoek klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	wetenschappelijk onderzoek klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	modellen klimaat verandering 1910 2020	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
1479	Klimaat vvd	Opwarming van de aarde politiek	Global warming	klimaat vvd	opwarming van de aarde politiek	global warming	2	5	2	2	5	3.0	11	31	14	11	31	18.666666666666668	klimaat vvd opwarming van de aarde politiek global warming	29	1	4	8	7.0	3.0	6	7	4	6.5	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat vvd	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming van de aarde politiek	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	global warming	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
1480	Global warming	Kappen bossen	Groene stroom	global warming	kappen bossen	groene stroom	2	2	2	2	2	2.0	14	13	13	13	14	13.333333333333334	global warming kappen bossen groene stroom	50	1	4	11		0.0	4	5	3	4.5	2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	global warming	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	kappen bossen	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	groene stroom	3.0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
1481	Klimaat in nederland	Zonnepanelen	Elektrisch auto	klimaat in nederland	zonnepanelen	elektrisch auto	3	1	2	1	3	2.0	20	12	15	12	20	15.666666666666666	klimaat in nederland zonnepanelen elektrisch auto	56	2	4	7	5.0	5.0	4	4	3	4.0	2					0.0		1.0												0.0		0.0			1.0	klimaat in nederland	0.0	0.0		0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	zonnepanelen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	elektrisch auto	3.0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
1482	Klimaatverandering in de loop van de afgelopen eeuwen	Hoeveel draagt de mens bij aan klimaatverandering	Is klimaatverandering niet iets van alle tijden	klimaatverandering in de loop van de afgelopen eeuwen	hoeveel draagt de mens bij aan klimaatverandering	is klimaatverandering niet iets van alle tijden	8	7	7	7	8	7.333333333333333	53	49	47	47	53	49.666666666666664	klimaatverandering in de loop van de afgelopen eeuwen hoeveel draagt de mens bij aan klimaatverandering is klimaatverandering niet iets van alle tijden	56	2	5	8	5.0	4.0	3	4	4	3.5	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatverandering in de loop van de afgelopen eeuwen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoeveel draagt de mens bij aan klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	is klimaatverandering niet iets van alle tijden	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1
1484	Klimaatverandering	Wat te doen tegen klimaatverandering	Zuinig op onze planeet	klimaatverandering	wat te doen tegen klimaatverandering	zuinig op onze planeet	1	5	4	1	5	3.3333333333333335	18	36	22	18	36	25.333333333333332	klimaatverandering wat te doen tegen klimaatverandering zuinig op onze planeet	52	1	1	12	5.0	6.0	5	4	4	4.5	1					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wat te doen tegen klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	zuinig op onze planeet	3.0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1
1485	Hoe gaat het met Klimaat	Wat doen wij aan klimaatverandering	Wat moeten we doen tegen klimaat verandering	hoe gaat het met klimaat	wat doen wij aan klimaatverandering	wat moeten we doen tegen klimaat verandering	5	5	7	5	7	5.666666666666667	24	35	44	24	44	34.333333333333336	hoe gaat het met klimaat wat doen wij aan klimaatverandering wat moeten we doen tegen klimaat verandering	19	2	5	4	2.0	6.0	6	6	4	6.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	hoe gaat het met klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wat doen wij aan klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wat moeten we doen tegen klimaat verandering	3.0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
1486	Klimaatverandering zon	Klimaatverandering hoax	Klimaatverandering gekte	klimaatverandering zon	klimaatverandering hoax	klimaatverandering gekte	2	2	2	2	2	2.0	22	23	24	22	24	23.0	klimaatverandering zon klimaatverandering hoax klimaatverandering gekte	50	1	1	12	10.0	10.0	1	1	3	1.0	1	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatverandering zon	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatverandering hoax	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatverandering gekte	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
1487	Klimaatverandering	energietransitie	fossiele brandstoffen	klimaatverandering	energietransitie	fossiele brandstoffen	1	1	2	1	2	1.3333333333333333	18	16	21	16	21	18.333333333333332	klimaatverandering energietransitie fossiele brandstoffen	52	1	4	12	4.0	9.0	3	5	4	4.0	2					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	energietransitie	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	fossiele brandstoffen	3.0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1488	klimaatverandering	gevolgen klimaat	klimaat	klimaatverandering	gevolgen klimaat	klimaat	1	2	1	1	2	1.3333333333333333	18	16	7	7	18	13.666666666666666	klimaatverandering gevolgen klimaat klimaat	61	1	5	10	8.0	6.0	3	4	3	3.5	2					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	gevolgen klimaat					1.0		1.0												0.0		0.0			0.0	klimaat	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1489	climate change deniers	climate change in graphs over time	climate change policies EU	climate change deniers	climate change in graphs over time	climate change policies eu	3	6	4	3	6	4.333333333333333	22	34	26	22	34	27.333333333333332	climate change deniers climate change in graphs over time climate change policies eu	37	3	7	6	2.0	6.0	6	7	5	6.5	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	climate change deniers	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	climate change in graphs over time	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	climate change policies eu	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0
1490	opwarming aarde	tips beter omgaan met klimaat	minder plastic	opwarming aarde	tips beter omgaan met klimaat	minder plastic	2	5	2	2	5	3.0	15	29	14	14	29	19.333333333333332	opwarming aarde tips beter omgaan met klimaat minder plastic	24	2	6	4	3.0	3.0	6	4	4	5.0	3	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming aarde	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	tips beter omgaan met klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	minder plastic	3.0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
1491	Milieu	Co2	Lichtvervuiling	milieu	co2	lichtvervuiling	1	1	1	1	1	1.0	6	3	15	3	15	8.0	milieu co2 lichtvervuiling	57	1	3	12	4.0	9.0	3	5	4	4.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	milieu	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	lichtvervuiling	3.0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1492	Klimaatverandering	bewijs voor klimaatverandering	statistiek klimaatverandering	klimaatverandering	bewijs voor klimaatverandering	statistiek klimaatverandering	1	3	2	1	3	2.0	18	30	29	18	30	25.666666666666668	klimaatverandering bewijs voor klimaatverandering statistiek klimaatverandering	38	2	7	12	8.0	4.0	5	5	4	5.0	3					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	bewijs voor klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	statistiek klimaatverandering	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
1494	Klimaat	Opwarming aarde	Stikstof	klimaat	opwarming aarde	stikstof	1	2	1	1	2	1.3333333333333333	7	15	8	7	15	10.0	klimaat opwarming aarde stikstof	66	1	4	7		7.0	4	4	4	4.0	2					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming aarde	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	stikstof	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
1495	Climate change	European Union climate rules	Global warming	climate change	european union climate rules	global warming	2	4	2	2	4	2.6666666666666665	14	28	14	14	28	18.666666666666668	climate change european union climate rules global warming	22	2	6	12	2.0	3.0	7	7	4	7.0	3					1.0		1.0												0.0		1.0			0.0	climate change	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	european union climate rules	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	global warming	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
1496	politiek	regering	2e kamer	politiek	regering	2e kamer	1	1	2	1	2	1.3333333333333333	8	8	8	8	8	8.0	politiek regering 2e kamer	51	2	4	7	5.0	4.0	5	1	4	3.0	2	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politiek	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	regering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2e kamer	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1497	Hoe denkt de politiek over het klimaat?	Hoe staat ons klimaat ervoor?	Wat kunnen we doen voor een beter klimaat?	hoe denkt de politiek over het klimaat	hoe staat ons klimaat ervoor	wat kunnen we doen voor een beter klimaat	7	5	8	5	8	6.666666666666667	38	28	41	28	41	35.666666666666664	hoe denkt de politiek over het klimaat hoe staat ons klimaat ervoor wat kunnen we doen voor een beter klimaat	37	2	6	12	7.0	4.0	4	3	4	3.5	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe denkt de politiek over het klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe staat ons klimaat ervoor	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wat kunnen we doen voor een beter klimaat	3.0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1
1498	ozonlaag prognoses	temperatuur ontwikkelingen	klimaat cijfers knmi	ozonlaag prognoses	temperatuur ontwikkelingen	klimaat cijfers knmi	2	2	3	2	3	2.3333333333333335	18	26	20	18	26	21.333333333333332	ozonlaag prognoses temperatuur ontwikkelingen klimaat cijfers knmi	55	1	5	5	5.0	9.0	2	7	4	4.5	2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	ozonlaag prognoses	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	temperatuur ontwikkelingen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat cijfers knmi	3.0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
1500	Uitstoot	Klimaatverandering	Politiek	uitstoot	klimaatverandering	politiek	1	1	1	1	1	1.0	8	18	8	8	18	11.333333333333334	uitstoot klimaatverandering politiek	22	2	4	12	5.0	4.0	5	5	4	5.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	uitstoot					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politiek	3.0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
1501	Klimaat	Co2	Temperaturen	klimaat	co2	temperaturen	1	1	1	1	1	1.0	7	3	12	3	12	7.333333333333333	klimaat co2 temperaturen	59	2	4	12		0.0	5	5	4	5.0	2					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	temperaturen	3.0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1502	De toekomst van nederland  natuur vriendelijk	Ons waterbeleid en de natuur in 2023	Huizen op water bouwen  en meer voor de natuur in Nederland	de toekomst van nederland  natuur vriendelijk	ons waterbeleid en de natuur in 2023	huizen op water bouwen  en meer voor de natuur in nederland	6	7	11	6	11	8.0	45	36	59	36	59	46.666666666666664	de toekomst van nederland  natuur vriendelijk ons waterbeleid en de natuur in 2023 huizen op water bouwen  en meer voor de natuur in nederland	60	2	3	12	6.0	10.0	7	1	5	4.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	de toekomst van nederland  natuur vriendelijk	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	ons waterbeleid en de natuur in 2023	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	huizen op water bouwen  en meer voor de natuur in nederland	3.0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0
1503	klimaat	onrust klimaat	besprekingen klimaat	klimaat	onrust klimaat	besprekingen klimaat	1	2	2	1	2	1.6666666666666667	7	14	20	7	20	13.666666666666666	klimaat onrust klimaat besprekingen klimaat	58	2	4	10	1.0	5.0	6	5	4	5.5	2					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	onrust klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	besprekingen klimaat	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
